,id,annotation_1,annotation_2,document,label
1459,1459,"제품 전체,일반","누구,63,65",최근  콘서트 다녀와서  음악재생 하여 실컷 듣고 가끔은 좋아하는 라디오 도 듣고 누구 와 함께라면 지루할 틈 없어요,2
1460,1460,"제품 전체,디자인","None,0,0",디자인도 예뻐서 인테리어소품 활용까지 제 몫 톡톡히 해내니 예뻐 죽겠네요,2
1461,1461,"제품 전체,일반","겟잇뷰티이너향수,20,28",민감한 그날 냄새때문에 고민이라면 겟잇뷰티이너향수 추천,2
1462,1462,"본품,일반","향,0,1",향이 좋아서 향수 대용으로 사용하기 좋고 지속력도 좋아 아침에 한방울만 뿌려도 하루종일 은은한향이 맴돌아요,2
1463,1463,"본품,일반","향,6,7",고급스러운향,2
1464,1464,"제품 전체,일반","None,0,0",여친선물 로도 제격,2
1465,1465,"제품 전체,일반","백,25,26",아이들과 워터파크 놀러가서 사용하기 딱 좋은 백,2
1466,1466,"제품 전체,품질","방수 재질,14,19",물이 닿아도 변하지 않는 방수 재질에 잘잘한 물건 따로 보관할 수 있는 지퍼도 있고 다양한 컬러의 어깨끈으로 스타일까지 살릴 수 있는 예쁜 비치백이랍니다,2
1467,1467,"제품 전체,편의성","사이즈,0,3",사이즈가 큼직해서 쇼핑할때나 해외여행시에도 유용하게 사용할 수 있을 것 같아요,2
1468,1468,"제품 전체,편의성","마스크팩,25,29",주 회 사용으로 간편하게 케어할 수 있는 마스크팩추천,2
1469,1469,"본품,품질","리포좀공법,1,6",리포좀공법 으로 고기능성 핵심성분을 피부속 깊은곳까지 전달시켜 마스크팩효과 제대로 볼 수 있어요,2
1470,1470,"본품,품질","밀착력 좋은 시트,0,9",밀착력 좋은 시트가 얼굴에 착붙 어마어마안 앰플미 흐르지 않고 쏙쏙 흡수되지요,2
1471,1471,"제품 전체,품질","밍크기모소제,0,6",밍크기모소제로 포근하고 따뜻한 밍크수면조끼,2
1472,1472,"본품,일반","길이감,4,7",길쭉한 길이감이 이불 없이 자는 울 아들에게 딱 안성맞춤이네요,2
1473,1473,"제품 전체,일반","None,0,0",따님도 사드려야겠쟈나ㅎㅎ,2
1474,1474,"본품,품질","None,0,0",산딸기에 플레인요거트와 우유 거기에 얼음 한 컵 넣고 갈아주니 어머 완전 금방 갈리네,2
1475,1475,"본품,편의성","고속모터에 10단계 속도조절,0,15",고속모터에 단계 속도조절로 사용하기 정말 쉽고 편해요,2
1476,1476,"제품 전체,일반","None,0,0",덕분에 맛있는 디저트타임,2
1477,1477,"제품 전체,품질","기저귀,6,9",흡수력좋은기저귀,2
1478,1478,"제품 전체,품질","기저귀,16,19",더 푹신푹신 더 말랑말랑해진 기저귀,2
1479,1479,"브랜드,품질","밀크프렌즈,8,13",기술부터 다른 밀크프렌즈,1
1480,1480,"본품,품질","None,0,0",쿠션감을 높이기 위해 원자재 증가,2
1481,1481,"제품 전체,품질","None,0,0",엉덩방아를 찧어도 아프지 않게,2
1482,1482,"본품,품질","3D 다이아몬드 엠보 밀크프렌즈,14,31",피부자극이 덜한 특허받은  다이아몬드 엠보 밀크프렌즈를 선택한 이유에요,2
1483,1483,"제품 전체,일반","마스크팩,21,25",여행갈때 다른건 안챙겨도 꼭 챙기는 마스크팩 이번에도 챙겨갔어요,2
1484,1484,"본품,품질","100% 유기농 순면시트,0,13", 유기농 순면시트로 피부를 진정시켜주고 특허받은 안티세범성분이 모공축소에 도움을 줘요,2
1485,1485,"본품,품질","EGF성분과 병풍추출물,0,12",성분과 병풍추출물이 모공 재생에도 도움주니 나 이제 어려지는거,2
1486,1486,"제품 전체,일반","None,0,0",씐난다,2
1487,1487,"본품,품질","블루타일써머링샴푸,34,43",모근부터 건강한 머릿결을 유지 시켜 탈모방지 에 도움되는 블루타일써머링샴푸,2
1488,1488,"본품,품질","블루타일써머링샤워젤,22,32",촉촉한 보습감을 오래 유지할 수 있는 블루타일써머링샤워젤,2
1489,1489,"본품,품질","천연유래성분,12,18",유해 성분은 배제하고 천연유래성분으로 꽉 채워 안심하고 사용할 수 있어요,2
1490,1490,"본품,일반","향,11,12",쿨한 느낌의 은은한 향은 마치 고급 향수의 느낌으로 힐링 을,2
1491,1491,"제품 전체,일반","블러셔,10,13",올 가을 여심저격 블러셔,2
1492,1492,"제품 전체,일반","None,0,0",한듯안한듯 예뻐요,2
1493,1493,"제품 전체,일반","None,0,0",다들 분위기가 가을가을하다며 물어봄ㅎ,2
1494,1494,"본품,품질","보습폼클렌저,43,49",쫀쫀한 미세버블이 메이크업을 효과적으로 제거해주고 피부는 촉촉하게 가꿔주는 보습폼클렌저,2
1495,1495,"본품,품질","None,0,0",순해서 더 좋은 너,2
1496,1496,"본품,품질","겔랑더블r세럼,24,31",각질 정돈과 탄력을 한번에 챙길 수 있는 겔랑더블세럼,1
1497,1497,"본품,품질","None,0,0",촉촉하니 배끈한 피부 가꾸기에 딱 좋네요,2
1498,1498,"제품 전체,일반","None,0,0",넘 좋당,2
1499,1499,"본품,품질","유아핸드워시,15,21",쉐어버터로 더울 촉촉해진 유아핸드워시,2
1500,1500,"패키지/구성품,디자인","핑크퐁 캐릭터,11,18",아이들이 좋아하는 핑크퐁 캐릭터가 자꾸 손씻고싶게 만들어요,2
1501,1501,"본품,품질","유해의심성분 무첨가,0,10",유해의심성분 무첨가로 안심할 수 있는 핸드워시,2
1502,1502,"본품,품질","None,0,0",바르자마자 느껴지는 톤업효과,2
1503,1503,"본품,품질","톤업크림,22,26",들뜸없이 촉촉하게 스며드는 자연스러운 톤업크림,2
1504,1504,"본품,품질","7가지 뿌리성분,13,21",피부를 건강하게 해주는 가지 뿌리성분이 피부를 밝게 도와줘요,2
1505,1505,"제품 전체,편의성","팬티기저귀,24,29",울 의 활동성을 높여주는 편안한 팬티기저귀,2
1506,1506,"제품 전체,품질","None,0,0",부드럽고 흡수력 좋고 허리밴드가 쫀쫀하니 잘 늘어나니 진심 편한게 느껴지나봐요,2
1507,1507,"제품 전체,인지도","아이기저귀,28,33",세계적으로 사랑받는 이유를 충분히 느낄 수 있는 아이기저귀,2
1508,1508,"제품 전체,일반","None,0,0",밤에도 꿀잠 부탁한다,2
1509,1509,"제품 전체,일반","여름이불,25,29",외출필수템 으로 요즘 한창 잘 쓰고 있는 여름이불,1
1510,1510,"제품 전체,디자인","None,0,0",내가 좋아하는 민트색이라 선택했는데 곰그림은 좀 별로,1
1511,1511,"제품 전체,품질","이불,5,7",버뜨 요 이불 통기성이 좋아 몸에 감기거나 달라붙지 않는 시원한 냉장고이불 되시겠다,2
1512,1512,"제품 전체,편의성","None,0,0",얇고 가벼워서 휴대성은 최고,2
1513,1513,"본품,품질","프리미엄 비드타입 염화칼륨,0,14",프리미엄 비드타입 염화칼륨을 사용하여 기존 제습제 보다  빠른 제습력으로 우리집 습기제거 일등공신,2
1514,1514,"제품 전체,일반","제습제,17,20",신발장 옷장 등 집안 여기저기 제습제로 산뜻한 우리집,2
1515,1515,"제품 전체,디자인","None,0,0",깔끔한 디자인으로 어디에 둬도 잘 어루러져 참 괜찮네요,2
1516,1516,"제품 전체,품질","None,0,0",짱짱하게 잘 묶이고 예쁨,2
1517,1517,"본품,품질","탈모샴푸,18,22",자극적이지 않고 인체 친화적인 탈모샴푸,2
1518,1518,"본품,품질","4가지 식물성 특허원료와 자연유래 발효추출물 펩타이드 성분,0,32",가지 식물성 특허원료와 자연유래 발효추출물 펩타이드 성분이 함유되어 탈모증상을 완화시켜주고 두피모발건강에 도움을 줘요,2
1519,1519,"제품 전체,품질","리자드 3in1 멀티스타일러,22,37",쉽고 빠르게 헤어 스타일링 할 수 있는 리자드  멀티스타일러,2
1520,1520,"제품 전체,품질","3개의 헤드,8,14",개의 본체에 개의 헤드를 연결해서 사용할 수 있어 죠으다,2
1521,1521,"본품,품질","드러이기,0,4",드러이기로 젖은머리 말리고 망치고데기로 웨이브 만들고 헤어롤고데기로 앞머리 정리하면 스타일링 완성,2
1522,1522,"본품,품질","헤드별 2중안전장치,0,10",헤드별 중안전장치로 보다 안전하고 간편하게 조작할 수 있는 너,2
1523,1523,"제품 전체,가격","None,0,0",수명이 다 한 헤드는 개별적으로 따로 구매 가능하니 경제적이기까지,2
1524,1524,"제품 전체,일반","None,0,0",좋다,2
1525,1525,"제품 전체,일반","None,0,0",너무 좋다,2
1526,1526,"제품 전체,품질","위크나인 #여름운동화,18,29",바람불어서 겉옷 입었더니 더운데 위크나인 여름운동화 신었더니 발만큼은 땀 안차고 보송하구나,2
1527,1527,"제품 전체,일반","None,0,0",신은듯 안신은듯 가벼운게 새 신 신고 날아가겄네ㅋㅋ,2
1528,1528,"제품 전체,일반","비누방울놀이,23,29",울 가족 동해 여행 중 가장 잘 챙겨온 비누방울놀이,2
1529,1529,"제품 전체,일반","None,0,0",이거 하나로 어찌나 신나게 놀던지,2
1530,1530,"제품 전체,디자인","None,0,0",손에 끼고 흔들흔들하면 비누방울 크기별로 막 날리니 예쁘기도 하고기분 좋음,2
1531,1531,"제품 전체,일반","None,0,0",동심으로 돌아간 듯 나까지 신나게 놀았던 오늘,2
1532,1532,"본품,품질","유기농치약,12,17",화한 느낌의 개운한 유기농치약,2
1533,1533,"브랜드,인지도","몽디에스,8,12",역시 믿고쓰는몽디에스 아니겠어,2
1534,1534,"제품 전체,인지도","임산부치약,17,22",전성분공개로 안전한 치약이라 임산부치약 으로도 유명하다네,2
1535,1535,"브랜드,인지도","몽디에스,31,35",코베 베이비페어 유아스킨케어 부문 매출 위 달성 한 몽디에스 대단해요,2
1536,1536,"제품 전체,일반","None,0,0",하루하루 특별한 날 위한 선물,1
1537,1537,"본품,품질","실버펄,11,14",바르는 순간 은은한 실버펄이 주는 광채,2
1538,1538,"제품 전체,일반","None,0,0",특별한 날 돋보이고 싶을 때 빛내고 싶은 곳 어디에나 바를 수 있어요,2
1539,1539,"본품,품질","바디쉬머크림,18,24",피부에 착붙는 밀착력 끝내주는 바디쉬머크림,2
1540,1540,"본품,품질","하이라이터크림,19,26",부드럽고 산뜻한 마무리감이 좋은 하이라이터크림 이랍니다,2
1541,1541,"제품 전체,일반","거북목베개 롤링필로우,27,38",지속적으로 좋아질 수 있는 방법을 찾다 알게된 거북목베개 롤링필로우,2
1542,1542,"제품 전체,품질","무중력베개,30,35",무의식 수면상태에서도 내 몸의 균형을 바르게 해주는 무중력베개 자세교정 효과로 거북목의 완화를 기대하고있어요,2
1543,1543,"제품 전체,편의성","None,0,0",처음엔 좀 불편하게 느껴지는데 익숙해지니까 괜찮네요,1
1544,1544,"제품 전체,편의성","None,0,0",이제 편해요,2
1545,1545,"제품 전체,편의성","None,0,0",자고나면 어깨와 목이 풀린 느낌이고 시원하달까개운해요,2
1546,1546,"본품,품질","일리윤크림,39,44",날 따뜻해 지니 피부가 울긋불긋 자극 주면 안될 것 같아서 순한처방 일리윤크림 만 바르는중,2
1547,1547,"본품,품질","None,0,0",울긋불긋한거 가라앉고 자극 없고 속보습 까지 채워져서 촉촉함이 오래가요,2
1548,1548,"제품 전체,편의성","비움,59,61",용기리필을 간편하게 교체할 수 있는 홀더형 디자인으로 리필교체가 엄청 간단해 오래오래 함께 할 수 있는 비움,2
1549,1549,"제품 전체,일반","비움주방세제,24,30",불필요한 것은 비우고 필요한 것은 채우는 비움주방세제,2
1550,1550,"제품 전체,품질","None,0,0",걱정되는 화학성분 가지는 빼고 꼭 필요한 세정력은 일반 주방세제 대비 배 강화시켰어요,2
1551,1551,"제품 전체,디자인","예쁜주방세제,40,46",깨끗한 화이트 컬러에 모던한 디자인으로 주방인테리어 에 한 몫 하는 예쁜주방세제,2
1552,1552,"본품,품질","1종주방세제,50,56",피부 자극 테스트를 완료해 피부자극이 적고 아이 식기는 물론 과일까지 세척 할 수 있는 종주방세제 로 집들이 선물로도 최고랍니다,2
1553,1553,"본품,품질","톤업크림,46,50",산소방울이 톡톡 밝거나 어둡거나 피부톤에 상관 없이 내피부에 자연스럽게 녹아드는 톤업크림,2
1554,1554,"본품,품질","크림 속 미세한 기포,0,11",크림 속 미세한 기포가 피부 깊숙히 유효성분의 흡수를 돕고 모공을 케어해 피부의 숨길을 열어줘요,2
1555,1555,"본품,품질","진주가루와 다이아몬드가루,0,13",진주가루와 다이아몬드가루가 피부를 매끄럽고 생기있게 가꿔준다니 ,2
1556,1556,"본품,품질","가슴크림,25,29",미생물 발효기술을 이용한 부작용 걱정 없는 가슴크림,2
1557,1557,"본품,품질","푸에라리아발효물, 사카로마이세스, 바실러스발효물, 키젤리아발효물, 파라벨 FREE,0,45",푸에라리아발효물 사카로마이세스 바실러스발효물 키젤리아발효물 파라벨  등 안심할 수 있는 가지 성분으로 가슴크림의 장점을 극대화시킨 셀메이드가슴크림,2
1558,1558,"본품,품질","None,0,0",행복한 여성은 아름답다란 지론으로 아름다운 몸매를 가꿀 수 있도록 도와 모유수유 등으로 인해 작아진 가슴을 업시켜 자신감 상승에 행복함을 느낄 수 있게 해주네요,2
1559,1559,"본품,품질","None,0,0",모유수유 중 사용해도 괜찮을 정도로 안정적인 제품,2
1560,1560,"본품,품질","None,0,0",부드러운 발림성으로 피부 보습과 탄력에도 도움주니 꾸준히 사용해봐야겠어요,2
1561,1561,"제품 전체,일반","None,0,0",마이뷰티쁠에서 진행된 인플루언서픽 에서 맘에 쏙 들었던 제품,2
1562,1562,"제품 전체,일반","뤼미에르바이탈C 와 #아이디얼오일,4,22",바로 뤼미에르바이탈 와 아이디얼오일 이에요,1
1563,1563,"본품,품질","뤼미에르바이탈씨 ,1,10",뤼미에르바이탈씨 는 강력한 항산화 세럼으로 비타민와 를 공급해 칙칙한 피부톤을 맑게 케어해주는 제품이에요,2
1564,1564,"본품,품질","None,0,0",피부를 탄력있게 가꿔주기도 하니 구매각 이고요 ,2
1565,1565,"본품,품질","67% 카멜리아 오일과 로즈힙, 달맞이꽃오일 등 천연 재생성분,10,44",아이디얼오일 은  카멜리아 오일과 로즈힙 달맞이꽃오일 등 천연 재생성분 함유로 피부에 수분과 영양을 공급해 볼륨감있게 케어해주는 제품이에요,2
1566,1566,"본품,품질","None,0,0",발랐을때 오일리하지 않고 오일리하지 끈적이지 않아 대만족 ,2
1567,1567,"본품,품질","AHC내추럴퍼펙션선스틱,1,13",내추럴퍼펙션선스틱 투명한 스틱형이라 부담없이 덧바를 수 있고 가볍고 순한느낌이 참 좋아요,2
1568,1568,"본품,품질","세범파우더,0,5",세범파우더함유로 끈적임 없이 산뜻하고 보송보송한 선스틱,2
1569,1569,"본품,품질","지속내수성선스틱,21,29",두가지 선스틱 모두 물과 땀에 강한 지속내수성선스틱 이에요,2
1570,1570,"제품 전체,일반","None,0,0",이제 슬슬 더워지기 시작하는데 공기순환을 위해 더 쾌적한 공기를 위해 준비했어요,2
1571,1571,"본품,편의성","리모컨,0,3",리모컨이 같이 있어 멀리서도 조절할 수 있어 편하고요,2
1572,1572,"본품,품질","상하좌우 회전,0,7",상하좌우 회전이 되니 공기순환에 더 도움이 되는듯요,2
1573,1573,"제품 전체,품질","마루,21,23",무더운 여름 에어컨 틀어놓고 고 앞에 마루를 틀어주면 시원한 공기를 순환시켜 실내를 골고루 시원하게 해줘요,2
1574,1574,"본품,품질","None,0,0",겨울철 난방할때 온풍기쪽으로 바람을 보내면 따뜻한 공기를 순환시켜 실내를 훈훈하게 해준답니다,2
1575,1575,"제품 전체,품질","마루,31,33",실내 환기를 위해서도 빨래 건조를 위해서도 참 유용한 마루 ,2
1576,1576,"본품,품질","타이머 선택,0,6",타이머 선택도 가능해 자기 전 설정할수도 있어요,2
1577,1577,"본품,품질","약산성샴푸,1,6",약산성샴푸 로 영양공급 단백질케어 노폐물세정 단계 케어로 모발을 탱글탱글하게,2
1578,1578,"본품,품질","17가지 자연유래성분,0,11",가지 자연유래성분이 모발과 두피를 보호해 건강한 두피로 가꿀 수 있어요 ,2
1579,1579,"본품,일반","대용량토너 #로아비타민토너,6,20",혜자스런 대용량토너 로아비타민토너,2
1580,1580,"본품,품질","초정광천수,8,13",물부터 다른 초정광천수 가 들어가 산뜻하고 촉촉하게,2
1581,1581,"본품,품질","None,0,0",피부탄력 높이고 유수분밸런스 맞추고 화사한피부톤 으로 지켜주니,2
1582,1582,"본품,품질","1종세척제,1,6",종세척제 라 야채 과일까지 씻을 수 있어 안심,2
1583,1583,"제품 전체,품질","키친워싱클리너,49,56",나노화기술을 통해 콩 야자 율무 등 식물성 재료의 효능이 극대화 된 발포세제 인 키친워싱클리너 로 주방살림 깨끗하게,2
1584,1584,"제품 전체,일반","르주르,4,7",안전한 르주르 선물용으로도 최고네요,2
1585,1585,"본품,품질","#쉬드엘 #생얼크림,0,10",쉬드엘 생얼크림 청순한듯 자연스러운 톤업효과가 신의 한수랄까,2
1586,1586,"본품,품질","None,0,0",거무스름한 팔꿈치랑 무릎도 ,2
1587,1587,"본품,품질","쉬드엘,16,19",매끄럽고 촉촉한 백옥피부 쉬드엘과 함께,2
1588,1588,"제품 전체,일반","베이비주얼리,1,7",베이비주얼리 하나로 패셔니스타 등극,2
1589,1589,"제품 전체,디자인","None,0,0",예쁜 별에 담은 하트가 뽀인트,2
1590,1590,"제품 전체,일반","미아방지목걸이,1,8",미아방지목걸이 둘째도 해줘야겠어요,1
1591,1591,"제품 전체,일반","자외선차단제,1,7",자외선차단제추천,2
1592,1592,"제품 전체,일반","자외선차단제,18,24",뜨거운 태양 피하고 싶은 요즘 자외선차단제 추천,2
1593,1593,"본품,일반","텍스쳐,9,12",부드럽고 가벼운 텍스쳐에 백탁현상 없이 자연스럽게 톤업되는 선크림,2
1594,1594,"본품,품질","영양성분,4,8",건강한 영양성분으로 아이부터 노인까지 사용할 수 있어요,2
1595,1595,"제품 전체,일반","무기자외선차단제 #함소아그린선쿠션,22,40",여리고 순한 아이 피부에 자극이 적은 무기자외선차단제 함소아그린선쿠션,2
1596,1596,"본품,품질","칼라민 성분,28,34",햇빛에 예민해진 피부의 진정과 보호에 도움을 주는 칼라민 성분이 핑크돌고래속에 쏘옥,2
1597,1597,"제품 전체,일반","None,0,0",그냥 일상복과 매치해도 괜찮네요,1
1598,1598,"제품 전체,편의성","None,0,0",민망하지 않고 편해요,2
1599,1599,"제품 전체,품질","None,0,0",밤에 자기 전 수면등으로 켜놓으면 은근 분위기 좋고요,2
1600,1600,"제품 전체,일반","None,0,0",정말 괜찮지 않나요ㅎㅎ,2
1601,1601,"제품 전체,일반","None,0,0",와정확하다,2
1602,1602,"브랜드,일반","에끌레브,7,11",울 애들도 에끌레브 가 키웠는데 더 좋아졌네요,2
1603,1603,"제품 전체,품질","전면 #매쉬 소재,0,9",전면 매쉬 소재라 여름에도 시원,2
1604,1604,"제품 전체,편의성","무게,0,2",무게까지 가벼워졌어요,2
1605,1605,"브랜드,일반","에끌레브,21,25",곧 태어날 조카를 위해 출산선물 로 에끌레브 준비해야겠어요,1
1606,1606,"제품 전체,품질","기린 모양의 키측정기,4,15",귀여운 기린 모양의 키측정기는 다양한 기능으로 아이들의 친구가 되어줘요,2
1607,1607,"제품 전체,품질","소나,33,35",시계 수면등 인테리어소품 및 장난감으로 활용할 수 있는 소나,1
1608,1608,"본품,편의성","측정값을 100개까지 기록,0,14",측정값을 개까지 기록할 수 있어 관리하기도 쉽답니다,2
1609,1609,"제품 전체,일반","None,0,0",광채피부를 위한 필수템,2
1610,1610,"본품,품질","None,0,0",부드럽게 발림성 좋다,2
1611,1611,"본품,품질","None,0,0",빠르게 흡수되면서 발림성 좋아서 자꾸만 바르고싶돠,2
1612,1612,"제품 전체,일반","None,0,0",굿,2
1613,1613,"본품,품질","하이라이터,58,63",자연스러운 실버빛 펄이 조명켠듯 밝고 화사해지니까 더 생기있어보이고 예뻐진듯해 쓸수록 기분좋아지는 하이라이터,2
1614,1614,"본품,일반","수분크림같은 제형,0,9",수분크림같은 제형이라 촉촉함까지 꽉 잡았어요,2
1615,1615,"본품,품질","프라이머,27,31",부드러운 텍스처로 매끄러운 피부연출을 도와주는 프라이머,2
1616,1616,"본품,품질","None,0,0",피부에 닿으면서 부드럽게 녹아 모공 요철 잔주름을 자연스럽게 커버해주네요,2
1617,1617,"제품 전체,품질","라벨영 쇼킹구해줘네일밤,35,47",손톱이 얇은데다 벗겨지고 갈라져 네일아트는 꿈도 못꿨는데 라벨영 쇼킹구해줘네일밤으로 꾸준히 관리해주니 네일아트도 하는구나,2
1618,1618,"본품,품질","프로폴리스 #베이킹소다 #사과식초,1,19",프로폴리스 베이킹소다 사과식초 다 손발톱 영양에 독보적으로 좋다던데,2
1619,1619,"본품,품질","None,0,0",배 강력해진 효과로 얇고 힘없는 제 모발에 풍성한 볼륨을 주네요,2
1620,1620,"본품,품질","인삼과 강황 발효 에너지,0,13",인삼과 강황 발효 에너지가 두피활력을 촉진하고 암라성분이 즉각적으로 모발을 두껍게 해 하루종일 풍성한 헤어를 유지할 수 있어요,2
1621,1621,"제품 전체,일반","두피보약,4,8",괜히 두피보약 이 아니란 말씀,2
1622,1622,"본품,품질","투쿨포스쿨 쿠션,38,46",앰플관리 후 바르는 순간 착 시간 밀착 레스팅 효과가 있는 투쿨포스쿨 쿠션으로 마무리,2
1623,1623,"본품,품질","None,0,0",더 완벽해진 무결점 커버로 무너짐 없이 오랜시간 매끈한 피부를 유지할 수 있어요,2
1624,1624,"본품,품질","None,0,0",하루종일 다크닝 없이 처음 바른것처럼,2
1625,1625,"본품,품질","비누,43,45",유기농 인증 받는 티트리오일을 사용해 자극없이 꺠끗한 클렌징이 가능한 촉촉한비누,2
1626,1626,"본품,품질","None,0,0",트러블피부 민감성 피부 진정에도 좋고 세정력도 짱,2
1627,1627,"제품 전체,일반","원형모,0,3",원형모 느낌이 너무 궁금해서 하나 사봄,1
1628,1628,"제품 전체,일반","360도 칫솔,0,7",도 칫솔이라 구석구석 닦기 좋다 ,2
1629,1629,"제품 전체,품질","None,0,0",기존 칫솔보다 더 깨끗히 닦이는 느낌,2
1630,1630,"패키지/구성품,편의성","사이즈,8,11",휴대하기 좋은 사이즈인 미니고데기,2
1631,1631,"제품 전체,일반","None,0,0",여행갈 때 챙겨가기 딱 좋은,2
1632,1632,"본품,품질","그립감,0,3",그립감다 좋아서 사용하기 넘 편하다,2
1633,1633,"본품,품질","포켓에센스,14,19",늘어진 모공을 조여주는 포켓에센스,2
1634,1634,"본품,품질","매직펜,19,22",피지는 잡아주고 수분은 지켜주는 매직펜,2
1635,1635,"제품 전체,일반","쌍빠 모공펜,1,7",쌍빠 모공펜 덕분에 피부자신감 업,2
1636,1636,"패키지/구성품,편의성","사이즈,11,14",휴대하기도 딱 좋은 사이즈로 파우치에 쏙,2
1637,1637,"본품,품질","None,0,0",모공소멸 됨,2
1638,1638,"제품 전체,가격","댕기머리 헤어캡,24,32",한 번 사용하면 일간 지속 가성비 갑 댕기머리 헤어캡,2
1639,1639,"본품,품질","None,0,0",클리닉 받은 듯 효과 대박,2
1640,1640,"제품 전체,일반","None,0,0",얼굴에 올리면 촉촉한 느낌 넘 좋아,2
1641,1641,"제품 전체,일반","None,0,0",일반 모델링팩과 다르게 엄청 말랑말랑,2
1642,1642,"제품 전체,일반","None,0,0",떼어낼 때 까지 마르지 않는 느낌,2
1643,1643,"본품,품질","그로우히알B5앰플,20,29",물 샐틈 없이 수분을 꽉 잡아주는 그로우히알앰플,2
1644,1644,"본품,품질","None,0,0",피부 깊숙한 곳까지 수분공급,2
1645,1645,"본품,품질","앰플 #히알B5,25,33",오래도록 촉촉함에 생기까지 더한 똑소리 나는 앰플 히알,2
1646,1646,"제품 전체,일반","마더스픽 네일컬러,5,14",하지만 마더스픽 네일컬러 만나고는 걱정끝,2
1647,1647,"본품,품질","손톱보습성분,0,6",손톱보습성분을 함유한 어린이 전용 네일컬러,2
1648,1648,"본품,품질","None,0,0",리무버 없이 물로도 지울 수 있어 손톱 손상이 없어요,2
1649,1649,"제품 전체,디자인","프리파라 캐릭터,11,19",아이들이 좋아하는 프리파라 캐릭터로 아이들 취향저격,2
1650,1650,"제품 전체,디자인","None,0,0",어쩜 하나하나 이렇게 예쁜지요,2
1651,1651,"본품,다양성","None,0,0",매일 귀걸이 바꿔가며 외출하는 즐거움 대박,2
1652,1652,"본품,품질","None,0,0",톤업 과 자외선차단 을 동시에,2
1653,1653,"본품,품질","자외선차단제,38,44",칙칙한 피부톤을 생기있고 자연스러운 핑크톤으로 화사하게 보정해주는 자외선차단제,2
1654,1654,"본품,품질","무기자차 선크림,17,25",생크림처럼 부드러운 사용감의 무기자차 선크림이에요,2
1655,1655,"본품,품질","None,0,0",민감한 피부도  ,2
1656,1656,"본품,품질","승무원미스트,10,16",건조해지는 가을 승무원미스트 로 물광피부 만들기,2
1657,1657,"본품,품질","이탈리아 화이트트러플,0,11",이탈리아 화이트트러플 함유로 탄력이 피부 속부터 채워진다,2
1658,1658,"본품,품질","None,0,0",지속력도 짱,2
1659,1659,"본품,품질","다시마추출물,0,6",다시마추출물이 무려  함유되어 더 촉촉하게,2
1660,1660,"브랜드,일반","베비루미,5,9",헬로우 베비루미 굿바이땀띠 ,2
1661,1661,"본품,품질","아토크림,10,14",말이 필요 없는 아토크림 울 둘째 꿀피부 되는중,2
1662,1662,"본품,품질","EWG안전등급,5,12",전성분이 안전등급이니 믿을 수 있고 끈적임 없이 부드럽게 싹 흡수하니 피부가 보들보들 좋구나,2
1663,1663,"제품 전체,일반","스카트,16,19",한장씩 뜯어 매일 바꿔쓰는 스카트 하나면 믿고 쓸 수 있지,2
1664,1664,"제품 전체,품질","None,0,0",흡수력 짱,2
1665,1665,"제품 전체,품질","None,0,0",짱짱함 갑,2
1666,1666,"제품 전체,가격","None,0,0",여러뻔 빨아써서 경제적이고 매일 바꿔쓰니 위생적이고,2
1667,1667,"제품 전체,품질","천연항균성분과 비타민C,0,12",천연항균성분과 비타민가 함유된 항균성분이 번 빨아써도 안심되요,2
1668,1668,"제품 전체,일반","유아세제,21,25",신생아부터 온가족이 사용하는 안전한 유아세제,2
1669,1669,"브랜드,일반","베베무스,16,20",친환경 프리미엄 유아세제인 베베무스,2
1670,1670,"본품,품질","3배 고농축,0,6",배 고농축이라 적은량 사용으로 많은 빨래도 ,2
1671,1671,"본품,일반","베라베라향,1,6",베라베라향 넘 좋아,2
1672,1672,"본품,품질","None,0,0",태지성분의 베이비리피드 를 포함한 모태보습,2
1673,1673,"브랜드,일반","더블하트,7,11",믿고 쓰는 더블하트,2
1674,1674,"본품,품질","None,0,0",이제 건조함은 안녕,2
1675,1675,"제품 전체,품질","더블하트,14,18",순비누성분의 순한 세제 더블하트,2
1676,1676,"본품,품질","None,0,0",세척력이 좋아 빨래가 깨끗깨끗,2
1677,1677,"본품,품질","None,0,0",피부자극이 없어 아기 피부 걱정도 없다,2
1678,1678,"본품,일반","유연제 향기,6,12",아가아가한 유연제 향기에 기분마저 좋으니 빨래할맛 난다유후,2
1679,1679,"본품,품질","꿀 추출물,0,5",꿀 추출물로 탄력있는 피부로,2
1680,1680,"본품,일반","향기,4,6",달콤한 향기에 취하고 엄청난 보습감에 놀라고,2
1681,1681,"제품 전체,일반","None,0,0",이젠 일팩 은 선택 아닌 필수,2
1682,1682,"제품 전체,일반","허그미모이스춰스팀크림,15,26",건조한 피부 극복을 위해 허그미모이스춰스팀크림 준비,2
1683,1683,"본품,품질","None,0,0",스팀공법으로 수분손실을 막아주니까,2
1684,1684,"본품,품질","크림,16,18",전신사용이 가능한 멀티 고보습크림이니까,2
1685,1685,"본품,품질","저자극성크림,17,23",아르간오일 및 좋은성분만 넣은 저자극성크림으로 민감피부에도 짱,2
1686,1686,"패키지/구성품,디자인","케이스,0,3",케이스도 넘 귀엽고 예뻐서 외출시 휴대용으로도 굿,2
